Year,Population,Unemployment_Rate,Poverty_Rate,Education_Index,Crime_Rate
2018,1003707,5.479384445758389,11.954731242818315,0.44380779663151393,52.167850600647625
2016,1513168,8.96388575838426,21.87064326217735,0.7296519133871848,119.80732624663409
2001,958018,5.70580403179103,20.827612925556842,0.6747179107235433,6.403959769689521
2002,1070363,4.285484036084174,22.82539022766339,0.7045076056758864,70.13332650470078
2014,850169,2.0,15.224857310142973,0.5573141318420901,5.15272441884909
2014,1174107,7.14826010173405,16.504865961261274,0.5580104866076058,103.05126084229269
2001,1061743,7.536244238429535,24.942479849892305,0.5213071389415894,131.2539903819439
2016,932206,3.6989300586013867,25.154884989000852,0.6580718925966313,67.51069615426367
2015,825512,8.953726676727339,28.361332079303338,0.5648360930608414,120.91779577725262
2015,738115,3.237246447535686,27.105402965314838,0.5192420222183015,51.88808622119758
2012,1083742,7.416876398828569,11.756476396978545,0.5645872636186555,85.31130867498217
2016,722624,7.514964628900446,26.1205694986322,0.6371134308162464,86.99648036948949
2014,1261694,8.146329635195924,19.827684629535174,0.4736551059842926,92.3912489832528
2015,747430,2.058404969413619,23.637434361209365,0.5048763442238826,59.641479897182755
2023,964325,8.133745380398013,18.309507233858707,0.73499138826025,71.40218540762311
2015,823691,5.7103155086089386,15.425106353729172,0.5093182387598525,61.87693928656611
2019,1006537,5.319277684832982,18.57643981972171,0.7447494188895285,66.70729786007816
2008,1005301,7.650018949531878,20.322871763128223,0.5472841622487608,121.39580950971487
2002,1088960,7.921372461383292,21.450571213984805,0.46443639882697474,129.7374224825506
2002,694744,2.022733540835586,24.868158149191956,0.7370298269364239,64.67412583037189
2010,847259,3.4204246266780065,14.811369960655167,0.7745283228436322,80.20801641488451
2003,1194109,8.398425083195127,14.376224964387912,0.5419224769981075,57.56995139444756
2023,1131710,6.949978154360775,11.851330710805227,0.7092724332030756,76.2978210154242
2017,500103,6.363504615644249,18.88944193825275,0.6103106013480751,61.639703463999076
2008,1075445,4.02865955719954,15.626962058724535,0.6157728013796083,52.94785937351847
2023,793507,6.877683301784058,18.34448822552557,0.6313839508523037,101.44913299983641
2004,881635,8.437864263213433,20.123224610970514,0.6020199340338349,103.65035023916502
2014,954534,10.635865859286465,11.086900283836389,0.6102361611292385,74.47908026096586
2021,1311478,5.291626209980356,17.22248133256003,0.6006073567880689,65.60468163705397
2010,791460,7.754172357301015,21.8134466028327,0.5423982563597277,40.38195629072247
2001,719221,9.709763160265759,20.344017832785035,0.5292198521909857,49.7307843186484
2004,1090063,3.102612266670098,18.12952849530767,0.48507818505220884,103.41686371576051
2001,994396,9.598257017047713,19.82195088920761,0.41147014314696523,83.36281200841434
2017,1241400,6.4012871737440316,18.640383729396387,0.5908655818742021,105.14557037059464
2017,929433,6.149728597884229,15.018263769750472,0.515712599287683,70.40288866751469
2007,1242163,4.916542427846499,14.174596470982433,0.43623293279246333,37.60803359193051
2023,1003253,5.272210798782706,33.436562073302,0.5177784850639936,92.42500281284633
2020,1105823,4.509975595981608,23.143277820069326,0.5468748767320564,61.7213879880837
2015,1324788,4.093951913055079,25.406539964366672,0.5450446786562864,111.60973682108671
2013,966550,6.899245008856868,23.018763266004083,0.7392708752082753,87.8070156563398
2002,1208933,8.225374875231015,26.96495154256985,0.5404813805076762,98.83001544476944
2019,877280,3.9045074299012463,22.866465280826077,0.7445607020780493,88.37334371388258
2013,1045507,4.609664689367028,9.475519684494852,0.5248859617613517,76.2521158605633
2011,711068,6.512689955303163,15.80862323677459,0.6482174777551368,39.32066869436193
2022,899136,3.7709987933349685,21.181319684781666,0.49994202639257124,78.42834069846877
2015,788392,6.488260081667862,21.044931422637763,0.7715576297154343,39.104264162293504
2010,1244150,5.4606217173887135,20.65708057110241,0.7225541929539655,70.19504105268976
2009,1347759,2.7241081888915044,14.42125744810511,0.6748649136012558,78.60245726838812
2009,929059,6.943260824015703,17.19334711688496,0.7977558971569403,56.045638246870766
2020,845392,4.877960846108805,21.237797774236533,0.687006913914901,30.007508156472742
2001,737211,8.05009701900111,20.181501077871122,0.6438510668735756,69.44758983371659
2017,1052908,5.609008372157108,23.877332995533624,0.4644858017198763,80.05282132193369
2012,879542,4.577378982390309,14.625903139792136,0.36438048261839456,47.58897783277051
2010,890256,5.933510519890274,22.42947826368002,0.4705573433369016,54.29372429251501
2005,1325917,8.483941529830203,17.135547387273423,0.43135575020823713,92.91718917905752
2018,940720,9.68364505455028,18.21960993669645,0.5200071158641839,83.13937564789536
2015,1117329,7.186142226456196,19.721091076888566,0.7094283899158129,69.23962968025009
2006,1010592,4.821936699202614,11.342781741348357,0.4933338566711168,64.45890465721043
2007,728958,6.065213965536182,20.635645117013162,0.5537565345688796,55.83100529602499
2017,631023,5.803165392583665,26.288509798252406,0.6056863588855205,74.91872705134813
2006,1097504,5.699519622364891,13.919648407084074,0.6092170081584014,60.77818724239951
2008,1340822,5.4912199387156,29.288809277344907,0.5406545076873898,73.74491850026284
2012,1062997,4.069145314260384,16.762328073464825,0.7188405553435486,33.56593395960489
2021,1124818,7.951237684685143,22.94515177676993,0.6024391619634928,76.78053911554845
2014,819058,7.721559660891413,13.383997713735521,0.6170790994185146,78.69833108461364
2012,1202978,6.046325171280271,30.795790445083664,0.8475597416999586,69.21212587982528
2023,1200500,8.51749531484337,14.69897713590472,0.773702837592938,76.95289562037215
2010,860760,7.182101158318443,21.035512068500793,0.6019112259301688,76.89574041555451
2022,1109081,3.767130636344418,17.319992682126742,0.6546485649064092,38.977456517564384
2020,646716,5.291190033319153,19.750503653074848,0.5078076792084687,50.32803959665431
2015,1144782,8.960741499971345,20.56048529590609,0.39110146059567186,100.18683660400826
2007,885516,5.278704285016428,18.369049291345295,0.6681615366902594,51.53763974162992
2009,754574,4.613339995372487,16.601037335271187,0.4942767432657633,65.76767783825957
2010,1080527,7.444818335924897,19.76394631084708,0.6564377173610038,85.96752140763228
2010,645654,5.439565175371514,19.655141186538224,0.8147711363627375,44.75660588779661
2016,1068482,7.1215697382548555,21.619194519390426,0.4123940249582885,107.87628242997427
2007,773544,5.927767848962164,22.42233924432334,0.3720846482954294,75.17853855470504
2005,730744,4.4066887804040205,24.054982304750435,0.5081556397667446,67.71151626085947
2023,1011970,4.613776085083265,22.80821930613049,0.6810139074268805,74.79000023402347
2003,965489,2.6285016450078063,20.661119993956333,0.7250303295915824,33.818140159389024
2018,1291357,3.789634883480747,18.71748500367367,0.6808685185387279,85.29378217563593
2011,743039,7.256756760782432,12.335433019521476,0.628785282469322,33.79278361260516
2015,1275010,8.411540768086283,20.776635556406656,0.6016845547790497,87.8323942371209
2021,772471,4.7791475026631245,25.472366064218253,0.6123701311649203,76.73951833991566
2020,1183888,3.2500340818293094,16.16481236625591,0.7183972527087292,69.43207863555226
2005,1221218,8.275674660529276,16.65927410116173,0.5355817339850318,56.53703493133392
2012,1064291,8.334856148081577,26.527262881588584,0.6041644961517549,63.35429273031198
2004,841809,7.445917512516884,28.162449481868435,0.48454122494391744,67.24825418013758
2015,695409,3.0981364318396354,15.825621968357986,0.6359205250927402,43.2301161882408
2009,609644,7.030239058218281,32.75747107339143,0.6018209225476243,103.06154413175204
2007,1370458,7.1031577334637115,22.08746058573232,0.8586418290153127,73.47327265299147
2010,940629,7.801151791130573,24.617279707336955,0.4522148201314471,69.40412293306291
2023,779066,6.301978050416997,18.239303352672703,0.6937450394827379,34.11128318448239
2013,771367,4.4996499320331385,21.29077274540346,0.5487689920408811,69.44546549232932
2008,1033572,5.19091672610257,22.12913764385448,0.6824416086322836,91.86986321638955
2012,921029,8.35410587381445,15.502326173269779,0.6748849342112624,81.45172514510553
2022,616141,6.759084602704332,28.267489557753304,0.571061144330432,56.53459501647997
2019,1172908,3.38388607319813,19.804064896244917,0.496846177804379,47.56180081479758
2001,1066996,9.412934714260274,17.49950918456149,0.4943440398143941,85.33892360160777
2016,1367982,8.311094525736433,14.20592989292844,0.6105142200620677,113.85847068829018
2022,1228158,9.324997325653944,22.81176456861415,0.5277044200524278,108.03405845355576
2017,380370,8.268624767824589,21.27943741163111,0.5769783731986483,21.99176322547434
2018,1283394,4.143204376852356,15.121765931269113,0.4758581417640576,76.60998702696651
2011,1241498,6.660009903340297,20.70044772713079,0.6507884901462534,63.25314828314846
2018,852725,7.206988402128197,22.439513688876914,0.5107362732985045,82.10594064460506
2007,913484,3.3113919875514437,18.025104287216678,0.5583522522819602,57.6210623496874
2018,1082345,3.6552272684292855,21.867700511905145,0.7315855511960943,60.58439987369978
2008,797156,7.486796467289753,20.023662428163227,0.6148286549629014,51.26096045103869
2006,951454,7.645376592479258,18.901921109255092,0.6755553854605681,75.45186526686581
2007,1200007,10.736438058527977,15.2000269526117,0.5044733345633612,112.85765753556498
2023,1103545,5.479226801774956,20.99525299822727,0.6276922791511328,107.64638813939447
2022,866643,2.6341093339892896,9.629814531863154,0.6431212161992056,43.36242230699531
2010,1204552,5.697734843802022,27.19051070215727,0.5034422683987904,123.65485392074842
2011,1060579,7.686919792617239,25.936331216862484,0.6061001627668232,68.40225647865891
2013,1053741,5.271802560230122,14.877455822281833,0.5579154070273169,58.04556938531323
2009,897013,6.203491583444638,12.80545024625671,0.6272034704963673,32.87980618099502
2007,998692,4.7158044630240274,25.846131491411057,0.46769214430299977,75.09333264837682
2009,845181,8.38619031163317,19.169388628676447,0.49504719905193595,52.46254277327025
2013,611889,7.489231164706127,20.299190686014246,0.46068951636077476,95.39576045327676
2003,944041,4.359850923316188,20.11942223430231,0.4849560782012402,62.61319199770002
2003,975569,4.956148842294252,13.429778863981403,0.5374395804821739,55.64224896059561
2001,1027457,4.641016124335662,23.9272939753586,0.6512982440269477,42.56203433330826
2021,1242430,2.2807568923976427,22.244382712041194,0.6092101807851459,37.256238852238845
2020,869543,4.476033395747659,20.09386360670653,0.6088910356863284,94.3847884827474
2002,926449,2.454273951142792,8.65551098303171,0.5023797175954153,38.138756899092975
2003,1153235,7.867159243669622,22.518049693339627,0.5977508672747939,133.85563654622229
2015,849495,8.025750263311055,21.891016959819048,0.7256535174933982,62.65088190899917
2006,1030749,5.402421453654801,19.527990499983197,0.6295240218295332,43.83949260907236
2013,918343,6.409391718273548,24.826260578564494,0.6810766129464546,73.00801211658536
2021,951275,8.141999321583238,25.644772579069635,0.5494629040104937,88.08668161684062
2001,1151628,7.56756408151684,21.678430660786255,0.5520662850710549,90.78868793315038
2020,925309,10.009397218688765,12.439590139442458,0.6521428681098627,59.682774762537186
2019,1158148,6.518824921475514,13.673357318890973,0.5061685303273811,43.23614078161652
2001,609513,8.905270666953404,16.51144240056996,0.5879315858988452,22.36670644371157
2021,714077,6.190239937971186,18.75706845228039,0.618694414733816,77.279633355597
2022,536359,5.761003083692077,24.207692396626648,0.5609580620027554,96.08782877074684
2002,766845,7.357368129635065,21.647235019790745,0.5155167597257782,64.17712050620975
2015,1371368,7.104306426346465,19.171221476825874,0.5349769191612909,57.49900162504824
2014,996492,4.7841565481629615,23.144893395095135,0.4622175531331593,104.40613948027257
2019,855739,4.351937768149195,16.12303556573896,0.6277369974472328,34.34620723137746
2011,1156561,6.1495511571669565,23.13462078966388,0.6834398360644529,87.623138184413
2015,1184802,2.2198585190693465,21.138697041535984,0.549501336557369,64.87911059984506
2006,755830,5.384939242576419,22.616054986997952,0.8737567959965027,38.3903391963284
2020,1499640,4.035322958092546,24.231241131036306,0.524149133025543,85.21667892019778
2009,1055266,4.847307476532498,19.762107527819595,0.5258319039303815,102.09636200360232
2005,1080470,4.442534701480591,10.044658485389009,0.6769714448456392,58.401833040897166
2020,1099446,7.5358179347432275,16.70444928421271,0.6620948847225159,77.393754035341
2002,1099027,6.893359256101344,23.90824296840331,0.6669903010266596,82.62867781090625
2006,875705,6.105905049420087,17.175693233108376,0.7071361689600548,62.31124291277756
2018,1422503,5.233247251411858,16.67777986168381,0.5068214775351338,65.19459245103701
2023,942962,8.069396684956065,20.31122183678839,0.6372968172125054,82.4724258055425
2019,1191503,7.8012971950268595,25.46692275888431,0.460071378579313,126.10137910339103
2009,905013,5.777717349609697,22.290065705724032,0.7065578030444382,68.88440023260523
2021,869546,8.709493491303679,28.703900584074553,0.6995537834928116,99.26397096299262
2006,1380372,5.620913704749984,22.007551199686194,0.7043442106541812,79.33608034198745
2014,978325,6.409405048475837,21.814309272071018,0.5947289451224447,82.65632951245274
2013,993178,4.851562759586219,18.831500494676877,0.7027153226500257,52.80508831079269
2011,1056723,5.213579534434955,12.243056904809832,0.6167865871551516,24.126239777683196
2012,1520354,4.745966950567312,20.736490342329237,0.7383155119126644,83.58947619126715
2019,1433752,7.375183713298403,20.20757855007762,0.5691191803772851,120.56041703365042
2019,1256756,6.752438994244505,23.31781830761838,0.5677054973609736,66.62279944253449
2021,1570724,3.8945225706575064,21.52433802405463,0.6427643082854472,127.52063604250789
2019,811084,7.132898100848704,21.34620912499339,0.47379489297099764,62.08867895897913
2013,1131176,9.58590211243084,25.67781874600794,0.5763372811342125,109.17909223665038
2014,1015164,4.6798479331132175,18.694359123932777,0.5949071140875831,96.72676277601362
2018,646182,4.565482874839897,24.1930149614686,0.46634285028214184,100.50787336508392
2012,1092619,6.016133763719172,26.44248130748597,0.609882671681189,118.93938981572366
2004,901834,8.756469520006062,17.23199751536616,0.6494704776519091,50.35446488035403
2010,1306700,5.123375447121054,17.959458812469137,0.6836345720302848,99.16596087964669
2017,920995,9.683701865230606,16.15949768165123,0.45020296791081216,64.96610310613764
2004,909621,3.885882723341751,13.212524203224582,0.7013234234412707,25.127023309381048
2012,1306613,6.376097132686842,29.219220661611878,0.3923459124033366,102.51460268308396
2013,986909,2.597479860934281,35.92547241079922,0.5093208688568819,120.32921765234786
2004,1232575,4.12770609907397,21.0523956191805,0.8041638216633552,60.235512618092436
2010,1084871,5.573198144203045,18.346847179421946,0.6153943447581665,54.85636733245545
2003,1087554,6.540388242558628,28.689417591089857,0.4954738568734858,129.62369825975014
2015,951190,8.481463954547351,23.005122914953475,0.46376262180731553,84.26074655456493
2002,1100442,4.601341379262719,16.229115558982397,0.4733660397232464,85.14220951571333
2017,973701,6.841287822489379,15.608892094557877,0.505282982563011,49.799954762848515
2006,839239,3.321785835153165,24.094376975305597,0.6974309560908786,50.8587257774973
2008,979149,8.019706988158084,21.91566404736376,0.6547903893749967,71.67324316327988
2003,1257566,8.620764603238879,25.61162091599978,0.706741618805642,83.62158956441554
2018,1107201,8.075049684790914,23.518835249277615,0.49415403682650944,91.54583180325594
2022,1153688,8.072128860799031,13.89689284379017,0.40069551050607854,65.06735252179143
2001,1000293,5.817232885340201,16.13186036079095,0.6639024076052772,58.88750004383458
2016,612441,6.553424249388916,15.61081689797992,0.5935937422859741,68.22371383668698
2007,755714,5.806040000211059,21.085096513980787,0.5203912960764911,30.778199909402417
2003,942198,5.908982653259479,19.383704845804914,0.6995692447016899,59.159551415379966
2023,772987,4.512673803300807,17.7216509752431,0.7298610019780856,35.720089113388084
2004,895128,6.563337139685546,18.445109353738804,0.7723733652146915,44.189746709624885
2009,887889,6.835600674879244,23.37013377634417,0.49688734723727107,117.76179080489996
2005,893918,7.970595337395467,19.095460239804638,0.722926186690577,91.77589115583706
2019,1287433,6.784235831108374,16.594802641422042,0.6389647191480248,69.46259176085123
2015,989404,7.762158652505982,13.473778945573489,0.5377353578686742,39.134912204886916
2008,1186934,4.511450580251863,15.485464884907111,0.7209711814821345,92.86967197299444
2006,1032788,8.846875846888468,25.340912203891826,0.5114998779569818,101.81661095536232
2018,1283149,5.517493762569182,16.659033280252604,0.5372247158838351,57.97446652015445
2019,1204195,2.0,29.068729126887426,0.6903328703895345,64.80659472699091
2015,881696,5.221019792498725,23.147833162349205,0.5384719467367121,73.9833506751933
2007,1392325,7.153360694488532,15.917520587076746,0.640634223137352,119.21802040720326
2010,909095,6.1644086726274105,16.936848811543744,0.5501325799262267,56.49154144497187
2006,1040000,2.1159755069345514,9.456216127690045,0.617375500510973,52.52026473529959
2014,1075405,6.430312841783107,17.8011685169079,0.6246351482377184,58.83432553581757
2017,1097672,6.2534629712758,29.742630212229066,0.5041439515353838,108.32436367442911
2009,1159235,4.057132144155133,28.166062079894406,0.6207474731634003,55.165103764456425
2019,848643,7.129028884988142,28.042012611565138,0.5474097431136944,96.1327743006014
2005,1142467,5.732341296639014,23.046296036280264,0.5043694601562169,92.54925621305865
2023,1116229,2.097836867412753,19.110420202741384,0.48861084175188063,54.5226143870936
2007,1000094,7.390150216122091,20.48903225425491,0.48973106491994844,13.844051441106714
2019,962051,6.34963469982911,22.72357750304759,0.5393394774141724,110.41841962063825
2020,838379,9.027118421984587,19.918581208339383,0.657420188609177,32.675166356000595
2007,1096070,4.270108051050806,16.069578637760333,0.4636174608815133,96.45873177199846
2002,867906,5.533914673956134,19.640240174298388,0.6083510933168009,45.6354475973056
2023,1047576,8.131986871931392,13.23622198142142,0.637475770141877,72.27968194423957
2016,979734,4.168758189760727,22.973748549272212,0.7000507817662656,78.0510878691198
2013,733167,8.061498832705137,15.455732500602998,0.5454997484329981,90.46565489715073
2008,813312,8.113659218397427,22.848372896092894,0.6162677446891509,49.58477027067639
2006,1080955,6.627560746322229,14.599135761639209,0.4844694538036597,71.88404364569217
2006,895136,5.669742371664856,19.16862893405933,0.4697883673288753,50.665294571429385
2009,888315,4.705426375133657,21.374976660176984,0.6362442454626628,41.95791971154489
